TN40,TN40,TN40,TN40,TN40,TN40,TN40,TN40,TN40,TN40,TN40,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42
CSDEP,CSDIR,CTCN,CTCNIA,NCCO,TYCNGR,CTCNGR,COARCL,CTADR0,NIAF,NIAFBT,CITPCN,LTCN,NRTP,DAIMRE,DAIMMJ,LTCU,CITPFI,CICNFI,CIRGFI,CIDPFI,TXCNT0,TXCNS0,TXCNA0,TXCH2,TXCNU0,TXCNZ2,TXCH24,TXCH23,TXCH0,TXCH1,MOCHD,MNDPDF,MNCHDF,MNCHD,MBTP01,MBTP02,MBTP03,MBTP04,MBTP05,MBTP06,MBTP07,MBTP08,MBTP09,MBTP10,MBTP11,MBTP12,MBTP13,MBTP14,MBTP15,MBTP16,MBTP17,MBTP18,MBTP19,MBTP20,MBTP21,MBTP22,MBTP23,MBTP24,FILLER,CICNGP,FILLER,BX001A
Code departement,Numero de direction sur 1c,CODE COMMUNE DE L'AFT,ancien code cne en presence d ifp,numero de compte fichier coll CFE,type EPCI,code EPCI,type article sur 2 caracteres,code voie du lieu d'imposition,NUMERO IMMEUBLE DE L'AFT,indice repetition b/t/q cfe type 1,indicateur commune differee,Libelle commune au 1/1,numero de role CFE,Date de mise en recouvrement,Date de majoration,LIBELLE DU GROUPEMENT DE COMMUNES,copie role EPCI (CV),"copie de role commune (C,V,"""")","copie role region (C,V,"" "")","copie role departement (C,V,"" "")",taux cfe commune 8 car.                             9(3)V9(5),taux cfe synd. sans fisc propre 8c                  9(3)V9(5),tx cfe add. ou tx uni. hors ZAE 8 c.                9(3)V9(5),taux tse 8 car.                                     9(3)V9(5),taux cfe unique applicable 8 car.                   9(3)V9(5),taux cfe dans la zde 8 caracteres                   9(3)V9(5),taux CFE TGEMAPI                                    9(3)V9(5),taux CFE TASARIF                                    9(3)V9(5),taux chambre de commerce 8 car.                     9(3)V9(5),taux chambre des metiers 8 car.                     9(3)V9(5),total contribution fixe CMA,DF departemental Moselle,droit fixe vote par ass permanente,total des 2 drts fixes + add chm,BM CA <= 10 000 TC HZ,BM CA <= 10 000 TP HZ,BM 10 000 < CA <= 32 600 TC HZ,BM 10 000 < CA <= 32 600 TP HZ,BM 32 600 < CA <= 100 000 TC HZ,BM 32 600 < CA <= 100 000 TP HZ,BM 100 000 < CA <= 250 000 TC HZ,BM 100 000 < CA <= 250 000 TP HZ,BM 250 000 < CA <= 500 000 TC HZ,BM 250 000 < CA <= 500 000 TP HZ,BM CA > 500 000 TC HZ,BM CA > 500 000 TP HZ,BM CA <= 10 000 TC CNE/FPU,BM CA <= 10 000 TP CNE/FPU,BM 10 000 < CA <= 32 600 TC CNE/FPU,BM 10 000 < CA <= 32 600 TP CNE/FPU,BM 32 600 < CA <= 100 000 TC CNE/FPU,BM 32 600 < CA <= 100 000 TP CNE/FPU,BM 100 000 < CA <= 250 000 TC CNE/FU,BM 100 000 < CA <= 250 000 TP CNE/FU,BM 250 000 < CA <= 500 000 TC CNE/FU,BM 250 000 < CA <= 500 000 TP CNE/FU,BM CA > 500 000 TC CNE/FPU,BM CA > 500 000 TP CNE/FPU,,indicateur cne dans MGP,,ZONE BANALISEE 1 CARACTERE X
16,0,104,   ,0,V,2,A1,    ,    , ,P,CONDAC                        ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,110,   ,0,V,2,A1,    ,    , ,P,COURCOME                      ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,114,   ,0,V,2,A1,    ,    , ,P,COUTURE                       ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,127,   ,0,V,2,A1,    ,    , ,P,EMPURE                        ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,136,   ,0,V,2,A1,    ,    , ,P,LA FAYE                       ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,142,   ,0,V,2,A1,    ,    , ,P,LA FORET DE TESSE             ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,189,   ,0,V,2,A1,    ,    , ,P,LONDIGNY                      ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,190,   ,0,V,2,A1,    ,    , ,P,LONGRE                        ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,197,   ,0,V,2,A1,    ,    , ,P,LA MAGDELEINE                 ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,229,   ,0,V,2,A1,    ,    , ,P,MONTJEAN                      ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,242,   ,0,V,2,A1,    ,    , ,P,NANTEUIL EN VALLEE            ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,253,   ,0,V,2,A1,    ,    , ,P,PAIZAY-NAUDOIN-EMBOURIE       ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,268,   ,0,V,2,A1,    ,    , ,P,POURSAC                       ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,273,   ,0,V,2,A1,    ,    , ,P,RAIX                          ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,292,   ,0,V,2,A1,    ,    , ,P,RUFFEC                        ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,321,   ,0,V,2,A1,    ,    , ,P,SAINT-GEORGES                 ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,325,   ,0,V,2,A1,    ,    , ,P,SAINT-GOURSON                 ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,335,   ,0,V,2,A1,    ,    , ,P,ST-MARTIN-DU-CLOCHER          ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,356,   ,0,V,2,A1,    ,    , ,P,ST-SULPICE- DE-RUFFEC         ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,361,   ,0,V,2,A1,    ,    , ,P,SALLES-DE-VILLEFAGNAN         ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,373,   ,0,V,2,A1,    ,    , ,P,SOUVIGNE                      ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,378,   ,0,V,2,A1,    ,    , ,P,TAIZE-AIZIE                   ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,381,   ,0,V,2,A1,    ,    , ,P,THEIL-RABIER                  ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,400,   ,0,V,2,A1,    ,    , ,P,VERTEUIL SUR CHARENTE         ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,409,   ,0,V,2,A1,    ,    , ,P,VILLEFAGNAN                   ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,413,   ,0,V,2,A1,    ,    , ,P,VILLIERS-LE-ROUX              ,92,20221031,20221215,VAL DE CHARENTE                                   ,C, ,C,V,0,0,0,67600,2358000,0,36800,0,142000,364000,135,0,135,135,529,477,891,573,890,582,933,582,965,582,890,582,529,477,891,573,890,582,933,582,965,582,890,582,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,3,   ,0,V,223,A1,    ,    , ,P,AGRIS                         ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,67,   ,0,V,223,A1,    ,    , ,P,BUNZAC                        ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,84,   ,0,V,223,A1,    ,    , ,P,CHARRAS                       ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,93,   ,0,V,223,A1,    ,    , ,P,CHAZELLES                     ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,107,   ,0,V,223,A1,    ,    , ,P,COULGENS                      ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,124,   ,0,V,223,A1,    ,    , ,P,ECURAS                        ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,135,   ,0,V,223,A1,    ,    , ,P,EYMOUTHIERS                   ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,137,   ,0,V,223,A1,    ,    , ,P,FEUILLADE                     ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,158,   ,0,V,223,A1,    ,    , ,P,GRASSAC                       ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,203,   ,0,V,223,A1,    ,    , ,P,MAINZAC                       ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,209,   ,0,V,223,A1,    ,    , ,P,MARILLAC-LE-FRANC             ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,211,   ,0,V,223,A1,    ,    , ,P,MARTHON                       ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,223,   ,0,V,223,A1,    ,    , ,P,MONTBRON                      ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,250,   ,0,V,223,A1,    ,    , ,P,ORGEDEUIL                     ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,269,   ,0,V,223,A1,    ,    , ,P,PRANZAC                       ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,280,   ,0,V,223,A1,    ,    , ,P,RIVIERES                      ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,281,281,0,V,223,A1,    ,    , ,P,LA ROCHEFOUCAULD-EN-ANGOUMOIS ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,281,344,0,V,223,A1,    ,    , ,P,LA ROCHEFOUCAULD-EN-ANGOUMOIS ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,282,   ,0,V,223,A1,    ,    , ,P,LA ROCHETTE                   ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,290,   ,0,V,223,A1,    ,    , ,P,ROUZEDE                       ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,293,   ,0,V,223,A1,    ,    , ,P,SAINT ADJUTORY                ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,323,   ,0,V,223,A1,    ,    , ,P,ST-GERMAIN-DE-MONTBRON        ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,353,   ,0,V,223,A1,    ,    , ,P,SAINT SORNIN                  ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,372,   ,0,V,223,A1,    ,    , ,P,SOUFFRIGNAC                   ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,379,   ,0,V,223,A1,    ,    , ,P,TAPONNAT-FLEURIGNAC           ,92,20221031,20221215,LAROCHEFOUCAULDPORTEDUPERIGORD                    ,V, ,C,V,0,0,2381000,67600,2381000,0,27000,0,142000,364000,135,0,135,135,529,529,889,889,912,912,907,907,801,801,757,757,529,529,889,889,912,912,907,907,801,801,757,757,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
